"bin","age","income"
"60-69",67,18500000
"50-59",57,31500000
"60-69",61,23000000
"80-",81,18500000
"50-59",59,26000000
"30-39",33,38000000
"60-69",67,27500000
"80-",84,20000000
"40-49",41,57000000
"30-39",30,35000000
"40-49",47,21000000
"30-39",39,40500000
"40-49",43,47500000
"70-79",79,21500000
"20-29",26,52500000
"50-59",53,29000000
"60-69",62,55500000
"60-69",68,18500000
"80-",81,23500000
"50-59",59,37000000
"50-59",52,32000000
"20-29",29,51000000
"40-49",49,45500000
"20-29",24,18500000
"50-59",52,33500000
"20-29",28,64000000
"20-29",20,17500000
"20-29",23,15000000
"60-69",68,24000000
"80-",81,26000000
"30-39",33,37500000
"50-59",53,44500000
"60-69",62,43000000
"30-39",34,35500000
"20-29",28,33000000
"40-49",45,51000000
"40-49",46,49000000
"50-59",52,56000000
"40-49",41,19500000
"30-39",36,49000000
"40-49",40,33500000
"30-39",37,37000000
"30-39",33,70000000
"30-39",33,45500000
"20-29",28,40000000
"40-49",45,42500000
"40-49",47,24500000
"70-79",74,30500000
"20-29",28,58000000
"60-69",67,36500000
"50-59",53,43500000
"10-19",19,10500000
"40-49",42,39500000
"30-39",37,71500000
"40-49",45,14000000
"30-39",38,76000000
"20-29",23,20000000
"30-39",32,70500000
"30-39",38,47000000
"30-39",35,33500000
"20-29",27,26500000
"40-49",42,48500000
"50-59",58,38500000
"20-29",29,39500000
"20-29",25,57000000
"20-29",27,30500000
"20-29",27,47500000
"70-79",75,27000000
"40-49",49,25500000
"50-59",52,28500000
"20-29",21,9500000
"20-29",27,48000000
"40-49",43,68000000
"20-29",21,11000000
"40-49",42,53000000
"50-59",57,39000000
"70-79",78,38000000
"20-29",24,9500000
"20-29",24,20000000
"50-59",50,60000000
"20-29",26,44000000
"30-39",31,81500000
"20-29",22,11500000
"20-29",25,53500000
"50-59",54,30000000
"20-29",21,17500000
"50-59",51,45500000
"30-39",37,45500000
"20-29",21,13000000
"50-59",56,37000000
"30-39",33,28500000
"20-29",29,37000000
"30-39",33,60500000
"50-59",55,58000000
"40-49",45,14500000
"70-79",73,19500000
"50-59",50,46000000
"30-39",30,34000000
"50-59",56,44500000
"20-29",29,29500000
"30-39",37,40500000
"20-29",24,17500000
"20-29",29,54500000
"40-49",48,49000000
"20-29",29,48500000
"60-69",69,27500000
"80-",81,23500000
"20-29",20,20000000
"50-59",54,46500000
"50-59",51,27000000
"30-39",35,56000000
"40-49",49,53000000
"30-39",30,34000000
"70-79",75,33500000
"20-29",26,54000000
"40-49",46,48500000
"40-49",45,23000000
"20-29",29,29000000
"30-39",34,38500000
"20-29",22,18500000
"40-49",47,27500000
"30-39",36,30000000
"50-59",58,31000000
"60-69",65,17000000
"40-49",48,42500000
"40-49",45,44500000
"30-39",34,57500000
"30-39",38,22500000
"20-29",21,19000000
"70-79",75,27500000
"60-69",64,32500000
"30-39",37,31500000
"30-39",36,30000000
"30-39",34,32000000
"30-39",32,47500000
"50-59",53,64000000
"20-29",25,41000000
"40-49",49,38000000
"20-29",24,22500000
"70-79",72,19500000
"70-79",70,35000000
"60-69",63,53500000
"40-49",49,24500000
"30-39",36,32500000
"30-39",36,44000000
"70-79",78,32500000
"40-49",48,26500000
"40-49",42,40500000
"40-49",42,43000000
"40-49",45,53500000
"40-49",40,37000000
"20-29",29,51000000
"40-49",42,47000000
"40-49",49,24500000
"20-29",28,39500000
"30-39",38,38000000
"20-29",21,24500000
"20-29",24,21500000
"60-69",61,44500000
"30-39",38,49500000
"20-29",20,23500000
"50-59",52,51500000
"40-49",40,53500000
"60-69",68,20000000
"40-49",40,25500000
"20-29",27,61000000
"30-39",36,60500000
"40-49",40,31000000
"20-29",22,13000000
"20-29",24,17500000
"30-39",38,75500000
"20-29",21,16000000
"60-69",63,46000000
"50-59",55,24500000
"40-49",43,47500000
"50-59",54,24500000
"20-29",24,13500000
"20-29",22,16500000
"50-59",57,23500000
"30-39",36,59500000
"50-59",58,28000000
"30-39",31,61500000
"60-69",61,40500000
"20-29",21,25500000
"60-69",68,18000000
"10-19",19,12500000
"30-39",35,49500000
"40-49",49,32500000
"40-49",40,27500000
"50-59",54,37000000
"20-29",22,19000000
"30-39",37,55500000
"30-39",33,70500000
"20-29",23,18000000
"80-",89,23500000
"30-39",31,34500000
"70-79",70,25500000
"40-49",43,40000000
"10-19",18,20000000
"30-39",31,36500000
"20-29",26,43000000
"30-39",38,60000000
"80-",85,21000000
"20-29",27,72500000
"50-59",58,39000000
"30-39",38,72500000
"40-49",45,34000000
"60-69",67,13500000
"40-49",48,29000000
"20-29",29,53500000
"30-39",32,45500000
"20-29",25,18500000
"70-79",73,27000000
"40-49",48,42500000
"20-29",22,11500000
"70-79",72,19500000
"30-39",33,58000000
"20-29",21,16500000
"30-39",36,50000000
"80-",80,36000000
"30-39",33,78000000
"20-29",25,62000000
"30-39",30,51000000
"50-59",55,48000000
"30-39",38,59500000
"30-39",31,68000000
"70-79",74,14000000
"40-49",42,32000000
"80-",87,26500000
"60-69",63,26000000
"80-",83,19000000
"20-29",28,56000000
"30-39",37,45000000
"70-79",70,42500000
"80-",82,31000000
"80-",81,20500000
"30-39",33,21500000
"30-39",34,36000000
"30-39",30,57000000
"60-69",61,15000000
"30-39",38,57000000
"50-59",55,35000000
"30-39",34,46500000
"30-39",32,38500000
"60-69",60,41000000
"20-29",26,51500000
"60-69",64,55500000
"60-69",66,26000000
"20-29",24,13000000
"80-",84,20000000
"60-69",60,39000000
"30-39",38,42000000
"60-69",65,26000000
"40-49",48,29000000
"20-29",28,69000000
"60-69",61,41500000
"30-39",35,54000000
"30-39",31,34000000
"80-",84,21000000
"30-39",30,44000000
"20-29",26,52000000
"60-69",64,29500000
"20-29",27,47000000
"40-49",49,44500000
"30-39",39,44000000
"40-49",44,36500000
"30-39",38,34500000
"30-39",31,42500000
"20-29",24,17500000
"40-49",43,58000000
"50-59",57,42500000
"50-59",53,22500000
"40-49",45,24500000
"50-59",59,32500000
"60-69",64,19500000
"30-39",34,62000000
"20-29",21,18000000
"10-19",19,11000000
"60-69",62,39500000
"20-29",24,23500000
"20-29",20,21000000
"50-59",55,37500000
"60-69",65,30500000
"40-49",46,46500000
"20-29",24,12500000
"40-49",47,47000000
"30-39",30,41000000
"40-49",42,43500000
"20-29",25,63000000
"40-49",46,59500000
"30-39",31,66000000
"40-49",41,50000000
"60-69",62,33000000
"40-49",41,44000000
"20-29",28,73000000
"20-29",26,48000000
"20-29",22,20500000
"50-59",53,25000000
"30-39",36,52000000
"40-49",47,34500000
"20-29",23,26500000
"50-59",57,61500000
"20-29",20,18000000
"20-29",20,10500000
"70-79",79,33000000
"20-29",24,13000000
"30-39",38,52000000
"40-49",45,16500000
"60-69",65,39000000
"50-59",53,27000000
"30-39",34,42000000
"20-29",27,37500000
"60-69",68,37000000
"60-69",62,55000000
"30-39",37,42500000
"40-49",45,36500000
"40-49",46,49500000
"60-69",61,32500000
"50-59",59,34500000
"30-39",37,35000000
"40-49",47,36500000
"30-39",33,63000000
"60-69",62,42500000
"30-39",33,72000000
"80-",86,21500000
"30-39",34,56000000
"30-39",39,54000000
"30-39",33,37500000
"30-39",33,45500000
"20-29",26,56000000
"50-59",54,48000000
"20-29",27,40000000
"30-39",35,41500000
"30-39",33,43500000
"20-29",29,47500000
"30-39",30,36000000
"40-49",46,25000000
"70-79",74,33500000
"30-39",39,53000000
"10-19",19,12500000
"20-29",20,16500000
"40-49",42,38500000
"50-59",54,32500000
"60-69",65,14500000
"30-39",33,55500000
"40-49",48,42000000
"40-49",43,38500000
"20-29",28,60000000
"40-49",46,59000000
"30-39",37,42000000
"30-39",38,63500000
"20-29",21,19500000
"30-39",30,18500000
"20-29",29,36500000
"40-49",40,67500000
"30-39",38,71000000
"20-29",22,13000000
"10-19",19,24000000
"30-39",37,51500000
"40-49",41,40000000
"20-29",28,34000000
"20-29",22,15500000
"80-",85,30500000
"80-",83,29000000
"20-29",21,11000000
"80-",81,30000000
"10-19",19,20000000
"60-69",67,33000000
"30-39",39,35500000
"30-39",37,39500000
"50-59",52,46000000
"30-39",30,53500000
"20-29",25,46000000
"60-69",67,17000000
"60-69",64,18000000
"70-79",78,21000000
"30-39",30,20000000
"20-29",26,35500000
"20-29",24,17000000
"20-29",29,42000000
"40-49",43,37000000
"60-69",67,31000000
"20-29",26,46000000
"80-",82,29000000
"30-39",32,17500000
"50-59",53,39500000
"20-29",28,31500000
"40-49",49,33500000
"50-59",56,38500000
"60-69",63,52500000
"20-29",26,15500000
"40-49",44,32000000
"40-49",46,37500000
"30-39",36,78500000
"50-59",54,29000000
"20-29",25,29000000
"50-59",50,20000000
"30-39",31,62000000
"50-59",52,45500000
"70-79",70,31000000
"20-29",23,18000000
"20-29",28,54500000
"30-39",33,47000000
"50-59",50,44000000
"20-29",27,28000000
"20-29",26,27500000
"60-69",67,21000000
"20-29",24,23500000
"40-49",40,64500000
"70-79",76,23000000
"50-59",51,8000000
"20-29",27,13000000
"40-49",40,58000000
"40-49",44,67500000
"50-59",54,27000000
"40-49",48,35500000
"60-69",63,52000000
"30-39",31,58000000
"40-49",42,22000000
"60-69",68,25500000
"50-59",52,44500000
"30-39",35,34500000
"50-59",56,28500000
"30-39",38,55500000
"20-29",22,6500000
"40-49",40,68500000
"20-29",29,73500000
"20-29",23,10000000
"20-29",22,15000000
"30-39",34,57000000
"30-39",37,38000000
"60-69",66,21000000
"30-39",37,33000000
"70-79",77,27500000
"40-49",41,30500000
"60-69",64,33500000
"30-39",31,45500000
"30-39",35,47000000
"20-29",21,15000000
"50-59",51,38000000
"20-29",23,16500000
"50-59",59,50000000
"20-29",25,43000000
"20-29",23,17500000
"30-39",37,20500000
"50-59",54,36000000
"20-29",23,18500000
"40-49",40,38000000
"20-29",21,10500000
"20-29",27,42000000
"10-19",18,14000000
"40-49",42,51500000
"30-39",30,44000000
"40-49",43,65500000
"20-29",29,36500000
"20-29",25,41000000
"70-79",76,20500000
"50-59",50,51000000
"50-59",57,30000000
"10-19",18,18000000
"60-69",60,25000000
"20-29",27,19000000
"30-39",31,47500000
"60-69",60,49500000
"30-39",34,36500000
"70-79",73,28000000
"30-39",38,54000000
"50-59",53,30000000
"50-59",50,31000000
"40-49",47,24500000
"50-59",58,50500000
"30-39",31,51000000
"50-59",56,45000000
"30-39",37,56500000
"50-59",55,42000000
"30-39",37,63000000
"60-69",68,15500000
"30-39",37,41500000
"40-49",43,55500000
"60-69",65,23000000
"40-49",44,52500000
"40-49",49,43000000
"40-49",45,35500000
"20-29",23,15000000
"30-39",33,30000000
"40-49",48,34500000
"50-59",57,33000000
"60-69",69,23500000
"50-59",55,46500000
"30-39",34,55500000
"20-29",25,47000000
"20-29",21,11500000
"40-49",43,34000000
"40-49",49,40000000
"20-29",20,18000000
"30-39",30,42500000
"20-29",20,17000000
"30-39",31,64500000
"20-29",24,13500000
"40-49",40,48000000
"30-39",35,58500000
"20-29",25,32000000
"60-69",62,55000000
"30-39",30,42500000
"20-29",27,51500000
"30-39",34,30000000
"30-39",39,33500000
"50-59",59,50500000
"20-29",25,57000000
"70-79",78,28000000
"30-39",37,53500000
"10-19",19,30500000
"20-29",28,28500000
"30-39",37,56000000
"20-29",28,40000000
"60-69",63,16500000
"60-69",62,23500000
"20-29",23,12500000
"20-29",26,37000000
"30-39",38,35000000
"30-39",38,41000000
"20-29",22,23000000
"20-29",28,56500000
"40-49",42,41500000
"70-79",72,27500000
"50-59",54,45500000
"70-79",72,14000000
"30-39",34,42000000
"30-39",38,60500000
"70-79",78,27000000
"30-39",34,51000000
"10-19",19,8000000
"30-39",37,36000000
"10-19",19,26000000
"30-39",32,44000000
"20-29",21,19500000
"40-49",47,56000000
"50-59",59,33500000
"40-49",44,64000000
"30-39",37,33000000
"40-49",41,66000000
"30-39",35,42500000
"30-39",31,45000000
"20-29",21,22000000
"50-59",51,54000000
"40-49",49,22000000
"80-",88,22500000
"20-29",20,12000000
"40-49",42,39000000
"20-29",24,11500000
"20-29",28,37500000
"40-49",40,33500000
"60-69",64,40000000
"40-49",48,20000000
"30-39",30,46000000
"30-39",33,52500000
"20-29",26,16000000
"30-39",34,26000000
"30-39",39,53000000
"70-79",79,27500000
"30-39",35,47000000
"20-29",26,17500000
"30-39",36,36500000
"30-39",37,43500000
"60-69",64,46500000
"40-49",42,31000000
"30-39",35,22000000
"40-49",41,63000000
"20-29",27,50000000
"50-59",52,42500000
"60-69",66,30500000
"50-59",55,26500000
"70-79",74,15000000
"80-",83,18000000
"30-39",37,72500000
"30-39",36,25500000
"60-69",62,36500000
"30-39",33,46500000
"20-29",25,33000000
"60-69",65,25000000
"20-29",27,54500000
"20-29",24,15000000
"40-49",45,36000000
"30-39",31,30000000
"30-39",33,28500000
"60-69",63,43500000
"40-49",46,34000000
"50-59",55,42500000
"30-39",37,44000000
"20-29",28,46000000
"20-29",21,12500000
"50-59",51,17000000
"70-79",71,12500000
"40-49",49,52500000
"10-19",19,15500000
"20-29",20,26000000
"30-39",32,44000000
"50-59",51,39500000
"20-29",24,25000000
"60-69",66,24500000
"20-29",25,41000000
"70-79",72,25500000
"20-29",20,11500000
"40-49",44,32500000
"40-49",40,34000000
"50-59",53,36500000
"30-39",33,50000000
"30-39",36,47000000
"60-69",69,24500000
"40-49",48,44500000
"40-49",47,42000000
"60-69",68,20000000
"20-29",28,67000000
"30-39",33,47000000
"70-79",74,23000000
"40-49",40,46000000
"20-29",20,9500000
"20-29",25,42000000
"70-79",77,19500000
"50-59",52,32000000
"40-49",40,58000000
"50-59",53,9000000
"20-29",27,53500000
"40-49",46,37000000
"20-29",25,49000000
"30-39",35,48500000
"10-19",19,24500000
"70-79",74,32500000
"20-29",27,31000000
"40-49",40,19500000
"40-49",46,20500000
"50-59",57,66500000
"40-49",46,39000000
"20-29",28,52500000
"60-69",63,45500000
"30-39",33,59000000
"70-79",70,31500000
"20-29",26,57500000
"40-49",47,52000000
"30-39",36,35500000
"40-49",49,27500000
"40-49",44,69000000
"20-29",25,31500000
"60-69",63,34500000
"30-39",39,37000000
"50-59",58,28500000
"20-29",28,21500000
"60-69",60,38000000
"40-49",47,26500000
"70-79",76,30000000
"70-79",73,21500000
"40-49",46,26000000
"70-79",77,28000000
"30-39",39,30500000
"30-39",38,38500000
"20-29",26,34000000
"40-49",47,50500000
"40-49",43,46000000
"20-29",26,56000000
"20-29",29,52000000
"30-39",33,44000000
"30-39",37,59500000
"60-69",64,51000000
"60-69",61,46000000
"40-49",45,30000000
"20-29",26,61500000
"50-59",53,48500000
"60-69",64,38500000
"30-39",31,47500000
"30-39",31,34000000
"40-49",45,46500000
"60-69",68,27500000
"40-49",46,41500000
"30-39",36,36000000
"30-39",34,43000000
"20-29",24,16500000
"30-39",34,49000000
"80-",88,21500000
"50-59",52,46000000
"20-29",24,8000000
"80-",88,28000000
"70-79",77,25500000
"50-59",55,33000000
"10-19",19,16000000
"40-49",45,27500000
"50-59",58,43000000
"40-49",46,37000000
"30-39",36,46500000
"50-59",59,52000000
"50-59",57,40500000
"70-79",74,19500000
"30-39",36,26000000
"30-39",34,47000000
"30-39",33,58500000
"40-49",42,40500000
"40-49",44,43500000
"30-39",32,56000000
"50-59",51,32000000
"30-39",30,30500000
"30-39",34,68000000
"30-39",32,32500000
"50-59",58,47500000
"20-29",22,23000000
"20-29",25,76500000
"20-29",22,19500000
"20-29",25,49500000
"80-",83,30000000
"30-39",37,41500000
"30-39",31,51000000
"20-29",21,12000000
"60-69",62,55000000
"40-49",48,26000000
"50-59",53,59000000
"60-69",66,16000000
"30-39",35,49500000
"30-39",36,49500000
"30-39",33,43000000
"20-29",20,21000000
"60-69",64,43000000
"50-59",55,31000000
"20-29",29,55000000
"60-69",69,11000000
"30-39",34,32500000
"20-29",20,22000000
"60-69",61,18000000
"40-49",44,39500000
"40-49",45,51000000
"40-49",48,45500000
"30-39",35,41000000
"20-29",23,22500000
"60-69",69,25500000
"20-29",25,56000000
"40-49",44,52500000
"30-39",33,53500000
"20-29",21,16000000
"10-19",19,5000000
"30-39",33,35000000
"40-49",40,46500000
"20-29",24,15500000
"40-49",46,39000000
"60-69",65,20500000
"20-29",21,25000000
"80-",85,18500000
"30-39",39,62000000
"40-49",42,51500000
"20-29",22,21000000
"50-59",53,52000000
"40-49",47,40500000
"80-",84,23000000
"40-49",40,72000000
"20-29",21,17000000
"20-29",23,26000000
"30-39",35,43500000
"20-29",25,51000000
"20-29",26,39500000
"40-49",41,24500000
"40-49",41,42500000
"30-39",32,56500000
"30-39",31,55500000
"50-59",53,43500000
"30-39",34,37500000
"20-29",23,27000000
"70-79",72,27000000
"20-29",21,20000000
"50-59",57,24000000
"70-79",78,36500000
"80-",82,19500000
"50-59",51,41500000
"20-29",25,34500000
"20-29",26,40500000
"20-29",28,65000000
"30-39",32,47000000
"30-39",37,36500000
"50-59",58,45000000
"20-29",26,27500000
"30-39",36,33000000
"20-29",28,72500000
"60-69",61,33500000
"50-59",52,19500000
"40-49",48,59500000
"20-29",22,10000000
"30-39",35,53000000
"40-49",48,55000000
"20-29",29,71000000
"20-29",25,44000000
"50-59",59,51000000
"10-19",19,19500000
"40-49",49,59000000
"60-69",61,37500000
"30-39",38,32500000
"80-",88,19000000
"30-39",34,50000000
"80-",84,27500000
"40-49",40,51000000
"30-39",39,39000000
"60-69",64,33000000
"50-59",54,24000000
"30-39",35,71000000
"50-59",55,32500000
"40-49",49,26000000
"40-49",44,37500000
"40-49",44,23500000
"50-59",51,32500000
"40-49",43,27500000
"20-29",29,29000000
"40-49",41,51000000
"60-69",63,35000000
"20-29",20,22000000
"40-49",42,27000000
"60-69",63,40000000
"30-39",38,27000000
"50-59",55,52000000
"40-49",40,42000000
"50-59",58,52000000
"70-79",77,31000000
"70-79",72,35500000
"50-59",54,30500000
"20-29",25,44500000
"30-39",33,36500000
"80-",80,20500000
"40-49",42,29500000
"30-39",37,66000000
"30-39",32,29500000
"50-59",58,22000000
"20-29",24,10000000
"20-29",26,48500000
"30-39",30,39000000
"30-39",32,42000000
"20-29",28,43500000
"20-29",20,16000000
"30-39",33,42000000
"40-49",42,51000000
"20-29",29,43000000
"40-49",44,39000000
"20-29",20,12500000
"40-49",47,30000000
"70-79",79,19500000
"40-49",45,50000000
"30-39",33,33500000
"30-39",30,49500000
"40-49",41,69500000
"40-49",45,65000000
"50-59",59,52000000
"60-69",69,30500000
"70-79",77,16000000
"70-79",70,46000000
"30-39",35,53500000
"40-49",48,55000000
"40-49",41,20000000
"20-29",29,55000000
"50-59",52,54000000
"70-79",78,23000000
"20-29",25,22000000
"20-29",25,55000000
"30-39",38,27000000
"50-59",54,25500000
"20-29",20,20500000
"50-59",53,40000000
"60-69",65,17500000
"20-29",26,62500000
"30-39",34,59500000
"40-49",40,37500000
"70-79",70,21000000
"20-29",26,39500000
"20-29",20,22000000
"20-29",25,42000000
"80-",88,20000000
"20-29",21,19500000
"40-49",45,31000000
"60-69",60,57500000
"30-39",37,54000000
"50-59",54,42000000
"50-59",58,27500000
"40-49",46,45500000
"70-79",74,30500000
"30-39",38,63000000
"30-39",34,47500000
"70-79",71,36000000
"20-29",21,7000000
"60-69",64,40000000
"30-39",32,33000000
"20-29",28,51000000
"20-29",27,33000000
"20-29",20,12500000
"30-39",36,57000000
"60-69",68,23500000
"40-49",49,35000000
"70-79",72,9000000
"30-39",32,49000000
"30-39",35,33500000
"20-29",20,11000000
"30-39",35,30500000
"30-39",30,14000000
"50-59",54,39000000
"30-39",34,46500000
"40-49",40,53500000
"30-39",31,62000000
"20-29",25,31500000
"20-29",20,15500000
"60-69",61,32500000
"40-49",45,50000000
"60-69",64,46000000
"60-69",63,65500000
"20-29",22,5000000
"40-49",44,40000000
"50-59",55,15000000
"70-79",77,28500000
"70-79",71,33000000
"30-39",33,39000000
"20-29",28,62000000
"20-29",28,19000000
"40-49",47,32000000
"20-29",24,31500000
"20-29",26,28500000
"20-29",20,17500000
"80-",86,21500000
"50-59",51,20500000
"20-29",25,53500000
"30-39",30,23500000
"20-29",27,35500000
"40-49",40,46500000
"60-69",66,39000000
"30-39",32,21500000
"40-49",41,39000000
"20-29",21,13000000
"40-49",47,32000000
"20-29",22,11500000
"50-59",55,33500000
"40-49",43,60500000
"40-49",48,30500000
"40-49",41,24500000
"10-19",19,17000000
"30-39",31,42000000
"40-49",40,35500000
"30-39",31,32500000
"40-49",40,22500000
"60-69",69,33000000
"70-79",78,36500000
"50-59",56,43000000
"70-79",71,33500000
"70-79",72,26000000
"30-39",35,46500000
"40-49",43,32000000
"60-69",64,33500000
"70-79",70,29500000
"40-49",46,31500000
"40-49",49,38500000
"50-59",57,53000000
"80-",87,30000000
"40-49",43,35000000
"30-39",37,51500000
"60-69",66,28500000
"50-59",54,17000000
"30-39",38,15500000
"40-49",49,33000000
"70-79",73,22500000
"40-49",43,29500000
"30-39",31,47500000
"40-49",40,40000000
"20-29",26,38000000
"40-49",40,52500000
"60-69",66,25500000
"20-29",24,18000000
"10-19",18,15500000
"30-39",31,51500000
"50-59",56,46000000
"50-59",52,52500000
"50-59",53,56000000
"80-",87,31000000
"20-29",28,19500000
"50-59",52,47500000
"20-29",28,37000000
"40-49",41,47500000
"20-29",21,26500000
"20-29",21,16000000
"70-79",78,8000000
"40-49",42,20500000
"30-39",35,67000000
"40-49",46,48000000
"40-49",45,22500000
"70-79",72,29500000
"30-39",35,32500000
"40-49",46,36000000
"80-",88,45500000
"50-59",58,45500000
"20-29",27,26500000
"20-29",28,61000000
"60-69",68,30500000
"50-59",55,51000000
"30-39",33,40500000
"30-39",36,42000000
"20-29",28,49000000
"40-49",41,35000000
"60-69",67,41000000
"70-79",70,29000000
"30-39",37,62000000
"20-29",20,19500000
"30-39",36,45500000
"80-",86,33000000
"40-49",40,42000000
"80-",81,15500000
"30-39",36,47000000
"60-69",64,34000000
"40-49",40,56500000
"30-39",35,32000000
"70-79",77,24000000
"40-49",40,35000000
"20-29",29,73000000
"20-29",28,44000000
"50-59",50,44500000
"50-59",56,36000000
"40-49",46,48000000
"70-79",75,14000000
"30-39",34,46000000
"20-29",28,29500000
"30-39",35,57500000
"30-39",39,52000000
"60-69",68,23500000
"50-59",50,41000000
"20-29",28,55000000
"30-39",33,42500000
"20-29",27,34500000
"60-69",62,39000000
"20-29",27,57000000
"30-39",32,36000000
"40-49",47,58500000
"30-39",30,51000000
"60-69",67,15500000
"60-69",66,19500000
"60-69",61,61500000
"60-69",69,30500000
"40-49",46,23500000
"30-39",33,79500000
"30-39",39,38000000
"50-59",55,25500000
"20-29",20,9000000
"30-39",36,47000000
"60-69",64,30000000
"80-",83,33000000
"20-29",27,50000000
"40-49",43,71500000
"40-49",44,45000000
"70-79",77,19000000
"30-39",37,9500000
"40-49",42,51000000
"70-79",70,27500000
"60-69",63,21000000
"30-39",30,36000000
"30-39",36,54500000
"30-39",39,45500000
"20-29",26,50500000
"70-79",70,35000000
"10-19",19,22500000
"40-49",43,41500000
"30-39",38,53000000
"70-79",74,24500000
"30-39",34,53500000
"50-59",50,50500000
"50-59",58,24500000
"70-79",79,25500000
"40-49",44,56500000
"30-39",32,57500000
"30-39",38,36000000
"60-69",66,40500000
"30-39",39,50500000
"20-29",22,12500000
"70-79",72,32000000
"40-49",41,41000000
"50-59",59,16500000
"20-29",24,2500000
"20-29",24,23000000
"30-39",31,44000000
"30-39",37,49500000
"50-59",57,42000000
"20-29",25,33000000
"30-39",34,55000000
"20-29",21,16000000
"30-39",31,64500000
"50-59",54,55000000
"30-39",32,49000000
"70-79",71,11000000
"30-39",31,58500000
"80-",87,4500000
"20-29",24,19000000
"30-39",31,47000000
"30-39",37,46500000
"20-29",24,15500000
"30-39",39,46500000
"30-39",37,26000000
"20-29",27,25500000
"20-29",21,19000000
"30-39",37,39000000
"30-39",33,35000000
"60-69",65,10000000
"20-29",29,37000000
"40-49",43,43000000
"20-29",28,30000000
"40-49",48,32000000
"80-",85,21500000
"60-69",66,34000000
"40-49",42,46000000
"60-69",61,32000000
"40-49",43,33000000
"40-49",43,47500000
"20-29",22,15000000
"50-59",58,28500000
"30-39",39,61000000
"50-59",52,45500000
"50-59",57,16000000
"30-39",31,53500000
"40-49",40,39500000
"20-29",22,19500000
"20-29",21,8000000
"20-29",25,15500000
"30-39",31,63000000
"20-29",24,20500000
"60-69",61,25000000
"40-49",42,60000000
"50-59",50,32000000
"50-59",52,39500000
"20-29",26,45500000
"50-59",56,35500000
"40-49",46,23500000
"10-19",18,20500000
"80-",84,21000000
"30-39",32,54000000
"20-29",29,30000000
"40-49",48,39000000
"30-39",31,16000000
"40-49",43,50500000
"40-49",42,13000000
"20-29",22,12000000
"30-39",35,59000000
"40-49",43,50000000
"60-69",65,29500000
"30-39",31,29500000
"30-39",31,31500000
"80-",87,16500000
"40-49",42,50500000
"20-29",24,21000000
"20-29",24,16000000
"70-79",78,37500000
"40-49",41,44000000
"60-69",60,33500000
"50-59",51,27000000
"50-59",52,49500000
"50-59",53,36500000
"30-39",31,44000000
"50-59",58,42500000
"60-69",60,55000000
"20-29",26,29500000
"30-39",34,61500000
"20-29",28,65500000
"60-69",66,13000000
"20-29",27,39000000
"30-39",36,36000000
"10-19",18,11000000
"30-39",39,70000000
"60-69",62,33000000
"50-59",53,37500000
"30-39",31,50000000
"50-59",55,42000000
"20-29",29,50000000
"60-69",66,31000000
"60-69",69,37000000
"70-79",71,30000000
"50-59",56,44500000
"30-39",38,36000000
"30-39",36,23000000
"30-39",35,49000000
"60-69",61,34000000
"20-29",21,13500000
"60-69",60,36500000
"50-59",52,43500000
"20-29",21,14000000
"30-39",36,54000000
"50-59",50,39000000
"70-79",74,24000000
"20-29",23,11500000
"40-49",41,49500000
"40-49",42,45500000
"40-49",45,52500000
"20-29",26,46500000
"60-69",61,34500000
"30-39",34,39500000
"40-49",48,51500000
"30-39",39,46000000
"70-79",71,53500000
"30-39",36,31000000
"30-39",30,46500000
"30-39",36,55000000
"30-39",38,49000000
"60-69",63,35000000
"40-49",44,52000000
"70-79",77,24000000
"10-19",19,12500000
"60-69",61,42000000
"50-59",59,15500000
"20-29",23,18500000
"40-49",48,20000000
"60-69",65,21000000
"20-29",27,57000000
"20-29",26,32000000
"40-49",40,35000000
"80-",80,22000000
"40-49",40,67000000
"80-",82,35000000
"40-49",47,71000000
"70-79",76,34000000
"50-59",52,44000000
"20-29",27,43500000
"20-29",22,24500000
"70-79",78,34500000
"40-49",46,53500000
"50-59",58,40500000
"70-79",72,35500000
"30-39",39,61000000
"30-39",31,30000000
"30-39",30,22000000
"50-59",50,45000000
"20-29",25,45500000
"70-79",75,22000000
"30-39",32,32000000
"30-39",39,55500000
"40-49",49,50500000
"40-49",42,36000000
"30-39",32,63500000
"20-29",21,14000000
"40-49",43,44000000
"50-59",59,36000000
"20-29",27,47000000
"40-49",42,47500000
"50-59",50,42000000
"30-39",34,51000000
"60-69",63,21000000
"30-39",33,62000000
"30-39",32,60500000
"40-49",48,38500000
"20-29",26,29500000
"30-39",38,41500000
"20-29",24,10000000
"30-39",39,59000000
"40-49",49,56500000
"20-29",21,17500000
"20-29",20,19500000
"40-49",49,36000000
"20-29",24,14500000
"40-49",41,5000000
"30-39",38,51000000
"20-29",22,17000000
"20-29",20,26000000
"50-59",52,31500000
"20-29",21,12000000
"40-49",47,44500000
"30-39",39,53500000
"10-19",19,19000000
"30-39",37,33500000
"50-59",51,40500000
"30-39",30,47000000
"30-39",37,50000000
"30-39",38,62500000
"20-29",26,54500000
"50-59",52,30500000
"30-39",30,61500000
"30-39",31,56500000
"20-29",27,43000000
"30-39",37,23500000
"20-29",26,56000000
"30-39",35,39500000
"80-",87,30500000
"20-29",28,48500000
"50-59",59,35000000
"50-59",56,20500000
"40-49",45,33500000
"40-49",40,38000000
"50-59",59,36500000
