"³¯Â¥","°èÀý","ÈÞÀÏ¿©ºÎ","±Ù¹«¿©ºÎ","³¯¾¾»óÈ²","±â¿Â..C.","Ç³¼Ó.m.s.","½Àµµ...","Àû¼³.cm.","ÀÏÀÏÈ¸¿ø","Á¤±âÈ¸¿ø","ÃÑ.»ç¿ëÀÚ.¼ö","°æ·Î"
2018-11-07 22:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",13.2,1.4,74,0,142,224,366,"unknown"
2018-11-07 23:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",12.9,1.4,72,0,128,225,353,"web"
2018-11-08 00:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",12.9,1.8,70,0,191,244,435,"web"
2018-11-08 01:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.9,1.1,77,0,165,221,386,"web"
2018-11-08 02:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.8,1.6,84,0,137,224,361,"direct"
2018-11-08 03:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.8,1.6,86,0,92,193,285,"youtube"
2018-11-08 04:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.8,1.7,87,0,53,150,203,"twitter"
2018-11-08 05:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.8,1.6,89,0,32,139,171,"direct"
2018-11-08 06:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.6,1.6,90,0,31,101,132,"twitter"
2018-11-08 07:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.9,1.8,88,0,19,103,122,"web"
2018-11-08 08:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.6,1.5,89,0,30,88,118,"web"
2018-11-08 09:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.6,2.1,94,0,23,78,101,"web"
2018-11-08 10:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",10.8,1.8,94,0,12,61,73,"web"
2018-11-08 11:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",10.9,2.4,95,0,13,58,71,"youtube"
2018-11-08 12:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.4,2.5,95,0,9,48,57,"twitter"
2018-11-08 13:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",11.5,2.1,95,0,8,20,28,"web"
2018-11-08 14:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",11.3,2.7,96,0,1,5,6,"web"
2018-11-08 15:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.4,2,96,0,2,3,5,"web"
2018-11-08 16:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.7,1.4,96,0,5,18,23,"youtube"
2018-11-08 17:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.9,0.7,97,0,13,30,43,"youtube"
2018-11-08 18:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",12.9,0,97,0,24,55,79,"youtube"
2018-11-08 19:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",12.8,0.9,97,0,38,97,135,"naver blog"
2018-11-08 20:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",13.9,2.5,97,0,63,178,241,"youtube"
2018-11-08 21:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",14,4.1,96,0,108,187,295,"web"
2018-11-08 22:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",12.4,2.7,96,0,112,242,354,"web"
2018-11-08 23:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",11.5,3,96,0,105,234,339,"web"
2018-11-09 00:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",12,3.1,96,0,108,263,371,"twitter"
2018-11-09 01:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",11.4,2.6,89,0,89,221,310,"twitter"
2018-11-09 02:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",11.3,3.7,88,0,93,226,319,"web"
2018-11-09 03:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.8,2.8,82,0,44,187,231,"web"
2018-11-09 04:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.6,3.2,75,0,35,155,190,"web"
2018-11-09 05:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.9,3.1,68,0,36,121,157,"youtube"
2018-11-09 06:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11,3.1,70,0,24,115,139,"unknown"
2018-11-09 07:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.4,3,81,0,19,76,95,"web"
2018-11-09 08:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.1,2.4,85,0,25,64,89,"direct"
2018-11-09 09:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.8,2.6,78,0,18,49,67,"facebook page"
2018-11-09 10:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",11.3,4.7,68,0,8,22,30,"youtube"
2018-11-09 11:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",13.3,4.1,59,0,5,6,11,"web"
2018-11-09 12:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",13.9,4.1,50,0,7,10,17,"twitter"
2018-11-09 13:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",14,5.3,46,0,4,3,7,"web"
2018-11-09 14:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",15,2.8,49,0,0,5,5,"youtube"
2018-11-09 15:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",15.1,3.4,52,0,0,19,19,"youtube"
2018-11-09 16:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",14.3,3.6,59,0,10,104,114,"youtube"
2018-11-09 17:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",12.9,3.6,66,0,11,311,322,"direct"
2018-11-09 18:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",12.3,2.1,69,0,27,425,452,"web"
2018-11-09 19:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",11.9,2.7,71,0,29,204,233,"youtube"
2018-11-09 20:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",11.9,2.5,72,0,26,85,111,"web"
2018-11-09 21:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",11.4,1.9,74,0,22,106,128,"youtube"
2018-11-09 22:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",11.2,1.7,75,0,36,166,202,"web"
2018-11-09 23:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",10.9,1.2,76,0,50,153,203,"web"
2018-11-10 00:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",11.3,0.9,77,0,47,138,185,"facebook page"
2018-11-10 01:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",11.2,1.1,78,0,53,142,195,"direct"
2018-11-10 02:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",10.7,0.6,80,0,51,264,315,"youtube"
2018-11-10 03:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",10.3,0.7,81,0,55,464,519,"direct"
2018-11-10 04:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9.5,0.6,87,0,29,460,489,"youtube"
2018-11-10 05:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9.4,0.8,87,0,28,274,302,"web"
2018-11-10 06:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9.5,0.6,85,0,30,210,240,"web"
2018-11-10 07:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9.5,0.6,86,0,37,176,213,"youtube"
2018-11-10 08:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9.3,0.3,85,0,17,96,113,"youtube"
2018-11-10 09:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",10.1,0,77,0,13,48,61,"youtube"
2018-11-10 10:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",12.2,1.9,73,0,7,15,22,"youtube"
2018-11-10 11:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",13.8,2.2,63,0,5,5,10,"youtube"
2018-11-10 12:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",15.1,2.2,54,0,7,8,15,"web"
2018-11-10 13:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",15.9,2.7,48,0,0,4,4,"youtube"
2018-11-10 14:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",17.1,2,39,0,1,6,7,"web"
2018-11-10 15:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",16.6,2.5,36,0,2,26,28,"web"
2018-11-10 16:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",16,1.9,37,0,4,104,108,"web"
2018-11-10 17:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",14.8,1.3,47,0,21,298,319,"twitter"
2018-11-10 18:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",13.2,2.2,57,0,27,453,480,"web"
2018-11-10 19:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",12.1,1.5,67,0,26,174,200,"youtube"
2018-11-10 20:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",11.3,1.2,74,0,23,115,138,"youtube"
2018-11-10 21:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",10.8,1,78,0,18,116,134,"facebook page"
2018-11-10 22:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",10.6,1.2,81,0,28,148,176,"web"
2018-11-10 23:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",10.3,1.3,84,0,21,132,153,"youtube"
2018-11-11 00:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",9.4,0.6,85,0,27,120,147,"youtube"
2018-11-11 01:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",8.8,0.7,89,0,36,155,191,"web"
2018-11-11 02:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",7.9,1.1,85,0,31,240,271,"facebook page"
2018-11-11 03:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",7.1,0.7,85,0,29,422,451,"unknown"
2018-11-11 04:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",6.9,0.5,82,0,27,414,441,"web"
2018-11-11 05:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",6.8,0.6,83,0,27,259,286,"direct"
2018-11-11 06:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",6.6,1.2,84,0,26,212,238,"web"
2018-11-11 07:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",6.4,1.3,84,0,23,145,168,"facebook page"
2018-11-11 08:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",6.3,0.8,81,0,19,109,128,"youtube"
2018-11-11 09:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",7.8,1.2,72,0,14,66,80,"youtube"
2018-11-11 10:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",10.2,0.7,68,0,5,26,31,"web"
2018-11-11 11:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",10.7,0.4,68,0,0,5,5,"twitter"
2018-11-11 12:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",10.6,2,72,0,4,6,10,"web"
2018-11-11 13:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",9.8,1.7,70,0,2,3,5,"youtube"
2018-11-11 14:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",10.1,0.9,58,0,1,3,4,"youtube"
2018-11-11 15:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",10.2,2,58,0,0,13,13,"facebook page"
2018-11-11 16:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",9.9,1.3,59,0,4,52,56,"facebook page"
2018-11-11 17:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",8.9,3,57,0,7,130,137,"web"
2018-11-11 18:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",8.9,2,55,0,9,223,232,"web"
2018-11-11 19:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",8.7,0.8,52,0,5,77,82,"web"
2018-11-11 20:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",8.2,0.6,53,0,4,32,36,"web"
2018-11-11 21:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",8,0.5,51,0,7,53,60,"direct"
2018-11-11 22:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",7,0,60,0,5,49,54,"twitter"
2018-11-11 23:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",6.3,0,62,0,6,52,58,"direct"
2018-11-12 00:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",5.4,0.8,64,0,12,49,61,"twitter"
2018-11-12 01:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",5,1.3,67,0,16,50,66,"naver blog"
2018-11-12 02:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",4.8,1.6,66,0,13,110,123,"web"
2018-11-12 03:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",4.6,0.1,65,0,17,216,233,"facebook page"
2018-11-12 04:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",4,0,68,0,13,176,189,"direct"
2018-11-12 05:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",4,0,71,0,3,108,111,"direct"
2018-11-12 06:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",3.8,0,69,0,5,94,99,"youtube"
2018-11-12 07:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",3.4,1,72,0,3,72,75,"twitter"
2018-11-12 08:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",3.3,0,69,0,1,45,46,"web"
2018-11-12 09:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",5.2,1.4,55,0,3,28,31,"web"
2018-11-12 10:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",8.3,1.1,50,0,2,22,24,"web"
2018-11-12 11:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",10.3,0.7,40,0,0,5,5,"web"
2018-11-12 12:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",12.3,0.8,37,0,0,5,5,"youtube"
2018-11-12 13:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",13.3,2.1,36,0,0,3,3,"youtube"
2018-11-12 14:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",14.2,1.5,33,0,1,3,4,"web"
2018-11-12 15:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",13.8,2.4,34,0,1,21,22,"youtube"
2018-11-12 16:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",12.9,2.6,38,0,3,72,75,"youtube"
2018-11-12 17:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",11.8,1.8,43,0,4,164,168,"twitter"
2018-11-12 18:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",10.6,1.8,45,0,12,343,355,"youtube"
2018-11-12 19:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",9.8,2.8,46,0,14,184,198,"web"
2018-11-12 20:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",9,1.9,48,0,7,74,81,"web"
2018-11-12 21:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¾àÇÑ ´« ºñ",8.5,0.5,50,0,4,93,97,"web"
2018-11-12 22:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",7.6,1.7,55,0,6,115,121,"direct"
2018-11-12 23:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",6.9,0.8,60,0,15,109,124,"youtube"
2018-11-13 00:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",6.2,0.8,63,0,5,105,110,"web"
2018-11-13 01:00:00,"°¡À»","¾Æ´Ï¿ä","³×","Èå¸²",5.6,0.5,68,0,10,106,116,"youtube"
2018-11-13 02:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",5.6,0.1,64,0,8,187,195,"web"
2018-11-13 03:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",5.3,0,62,0,20,379,399,"web"
2018-11-13 04:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",4.9,0,63,0,9,298,307,"youtube"
2018-11-13 05:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",4.7,0,72,0,7,210,217,"facebook page"
2018-11-13 06:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",4.2,0.8,72,0,7,162,169,"twitter"
2018-11-13 07:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",4.4,0.3,72,0,3,113,116,"twitter"
2018-11-13 08:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",4.7,0.5,68,0,1,83,84,"web"
2018-11-13 09:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",6,1,59,0,0,58,58,"youtube"
2018-11-13 10:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9,0.9,51,0,2,28,30,"youtube"
2018-11-13 11:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",11.4,0.8,46,0,0,10,10,"twitter"
2018-11-13 12:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",12.8,1.8,45,0,2,8,10,"web"
2018-11-13 13:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",13.5,2.2,43,0,0,2,2,"unknown"
2018-11-13 14:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",15,1.6,37,0,0,5,5,"youtube"
2018-11-13 15:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",15.3,1.8,37,0,0,22,22,"youtube"
2018-11-13 16:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",14.2,2,37,0,1,70,71,"web"
2018-11-13 17:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",12.7,1.9,40,0,5,211,216,"twitter"
2018-11-13 18:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",11.3,1.2,42,0,6,369,375,"web"
2018-11-13 19:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9.8,1.3,45,0,6,207,213,"youtube"
2018-11-13 20:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",9.5,1.8,44,0,10,105,115,"twitter"
2018-11-13 21:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",8.5,1.1,42,0,18,122,140,"web"
2018-11-13 22:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",8.1,0.5,50,0,22,143,165,"twitter"
2018-11-13 23:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",7.6,0.6,49,0,31,146,177,"youtube"
2018-11-14 00:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",7,0.9,54,0,31,123,154,"web"
2018-11-14 01:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",6.5,0.5,60,0,27,151,178,"web"
2018-11-14 02:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",6.2,0.6,59,0,19,190,209,"direct"
2018-11-14 03:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",6.1,0.5,66,0,17,361,378,"youtube"
2018-11-14 04:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",5.6,0.6,70,0,16,312,328,"facebook page"
2018-11-14 05:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",5.3,0.2,72,0,7,183,190,"web"
2018-11-14 06:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",5.1,1.1,76,0,8,129,137,"youtube"
2018-11-14 07:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",5.2,0.3,78,0,3,108,111,"facebook page"
2018-11-14 08:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",5,1.5,77,0,9,88,97,"direct"
2018-11-14 09:00:00,"°¡À»","¾Æ´Ï¿ä","³×","¸¼À½",7.1,0.5,61,0,5,54,59,"youtube"
2018-11-14 10:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",9.6,1.4,53,0,4,49,53,"direct"
2018-11-14 11:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",12.1,0.8,49,0,1,34,35,"youtube"
2018-11-14 12:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",14.2,0.9,45,0,12,34,46,"twitter"
2018-11-14 13:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",15.7,2.3,41,0,4,11,15,"web"
2018-11-14 14:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",16.1,1.4,32,0,4,4,8,"web"
2018-11-14 15:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",15.9,0.7,30,0,0,2,2,"youtube"
2018-11-14 16:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",15.2,2.7,40,0,2,10,12,"youtube"
2018-11-14 17:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",13.6,1.8,46,0,3,38,41,"web"
2018-11-14 18:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",12.2,2.6,47,0,12,80,92,"web"
2018-11-14 19:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.5,2.4,52,0,12,130,142,"youtube"
2018-11-14 20:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",10.5,1.4,52,0,35,165,200,"facebook page"
2018-11-14 21:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",9.8,0.5,52,0,50,183,233,"direct"
2018-11-14 22:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",8.8,0.5,58,0,93,218,311,"youtube"
2018-11-14 23:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",8.4,0.8,65,0,118,245,363,"youtube"
2018-11-15 00:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",7.7,0.4,67,0,121,228,349,"youtube"
2018-11-15 01:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",7.3,0.3,64,0,120,262,382,"web"
2018-11-15 02:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",7.1,0.6,68,0,99,188,287,"web"
2018-11-15 03:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",6.5,1.1,75,0,61,171,232,"web"
2018-11-15 04:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",6.1,0.5,72,0,36,172,208,"twitter"
2018-11-15 05:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",5.3,1.4,78,0,33,149,182,"web"
2018-11-15 06:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",4.9,1.1,76,0,48,115,163,"direct"
2018-11-15 07:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",4.8,0.7,76,0,29,79,108,"youtube"
2018-11-15 08:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",5.3,1,75,0,26,80,106,"twitter"
2018-11-15 09:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",6.8,1,64,0,20,73,93,"youtube"
2018-11-15 10:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",8.6,0.6,57,0,9,54,63,"direct"
2018-11-15 11:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.1,1.2,47,0,9,43,52,"web"
2018-11-15 12:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",13.8,0.9,43,0,7,33,40,"web"
2018-11-15 13:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",15.1,1.9,37,0,5,13,18,"unknown"
2018-11-15 14:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",15.1,1.5,33,0,2,4,6,"twitter"
2018-11-15 15:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",16.1,1,30,0,1,6,7,"youtube"
2018-11-15 16:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",15.4,1.4,34,0,3,12,15,"twitter"
2018-11-15 17:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",13.7,1.4,38,0,9,34,43,"web"
2018-11-15 18:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",12.1,1.4,46,0,14,50,64,"web"
2018-11-15 19:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","¸¼À½",11.2,1.4,46,0,36,125,161,"direct"
2018-11-15 20:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",9.5,1.3,49,0,58,161,219,"web"
2018-11-15 21:00:00,"°¡À»","¾Æ´Ï¿ä","¾Æ´Ï¿ä","Èå¸²",9.6,1.3,52,0,98,195,293,"web"
